repos,topic,total_dockerfiles,matching_image,all_images,dockerfiles,notags,base_images,purpose,docker_compose,compose_versions,compose_services,compose_networks,compose_volume,compose_env,other_dockerfiles,What,When,MLcomponent,Why,Maincomponent,Note
spacechop/spacechop,application,1,{},"{'spacechop/spacechop': ['1.0.0-beta10', '1.0.0-beta11', '1.0.0-beta12', '1.0.0-beta13', '1.0.0-beta14', '1.0.0-beta6', '1.0.0-beta7', '1.0.0-beta8', '1.0.0-beta9', 'latest']}",{'/Dockerfile'},1,{'/Dockerfile': ['node:10-alpine']},"{'/Dockerfile': {'Filesystem': 4, 'Build/Execute': 3, 'Dependencies': 2}}",5,"{'/docker-compose.travis.yml': '3.2', '/docker-compose.override.yml': '3.2', '/docker-compose.packages.yml': '3.2', '/docker-compose.yml': '3.2', '/examples/docker-compose.yml': '3'}","{'/docker-compose.travis.yml': [], '/docker-compose.override.yml': [], '/docker-compose.packages.yml': [], '/docker-compose.yml': ['spacechop; spacechop'], '/examples/docker-compose.yml': ['spacechop; spacechop/spacechop:latest']}",{},{},{'/docker-compose.travis.yml': 1},6,,,,,,
heidelbergcement/hcrystalball,Machine Learning,1,{},"{'heidelbergcementds/hcrystalball': ['011f0dddd3c8', '016a2fcf5ec7', '053c6959de65', '1259d83bae62', '22e4f791882f', '2638a449d251', '26c1acfb2012', '2885cccda25d', '310130eae159', '33fcf2ec91af', '34f7825cf1d1', '43edb8df1ca5', '4bcf7e45368b', '571b04737f93', '5d1fecb3a337', '677c85eabfb2', '67e5e14c1e11', '75edf57d4996', '79c37df6b2f0', '80f44924300b', '9b327b1db052', 'a1bfbc2cec79', 'b28dc295b9e8', 'bc984a5171e5', 'be705b4cdd2f', 'ce1406a5ac60', 'd0791964278a', 'd3eae00b9c88', 'dbd8aeb66c5b', 'e9f5fd85028e', 'f6b3b73d38d1', 'latest']}",{'/binder/Dockerfile'},1,{'/binder/Dockerfile': ['heidelbergcementds/hcrystalball:26c1acfb2012']},{'/binder/Dockerfile': {}},0,{},{},{},{},{},0,,,,,,
itlab-vision/dl-benchmark,application,3,{},{},"{'/docker/OpenVINO_DLDT/Dockerfile', '/docker/Caffe/Dockerfile', '/docker/TensorFlow/Dockerfile'}",0,"{'/docker/Caffe/Dockerfile': ['ubuntu:18.04'], '/docker/TensorFlow/Dockerfile': ['ubuntu:18.04'], '/docker/OpenVINO_DLDT/Dockerfile': ['ubuntu:18.04']}","{'/docker/Caffe/Dockerfile': {'Dependencies': 13, 'Build/Execute': 11, 'Filesystem': 6, 'Environment': 1}, '/docker/TensorFlow/Dockerfile': {'Dependencies': 15, 'Build/Execute': 8, 'Filesystem': 3, 'Environment': 1}, '/docker/OpenVINO_DLDT/Dockerfile': {'Filesystem': 19, 'Build/Execute': 10, 'Dependencies': 10, 'Permissions': 3, 'Environment': 2}}",0,{},{},{},{},{},0,,,,,,
vincentclaes/datajob,mlops,1,{},{},{'/.devcontainer/devcontainer.Dockerfile'},0,{'/.devcontainer/devcontainer.Dockerfile': ['python:${VARIANT}']},"{'/.devcontainer/devcontainer.Dockerfile': {'Dependencies': 18, 'Build/Execute': 11, 'Filesystem': 8, 'Environment': 3, 'Permissions': 1}}",0,{},{},{},{},{},0,,,,,,
bsc-wdc/dislib,application,2,{},"{'bscwdc/dislib': ['latest', 'v0.1.0', 'v0.2.0', 'v0.2.1', 'v0.3.0', 'v0.4.0', 'v0.4.1', 'v0.4.2', 'v0.5.0', 'v0.6.0', 'v0.6.1', 'v0.6.2', 'v0.6.3', 'v0.6.4']}","{'/Dockerfile', '/docker/Dockerfile'}",1,"{'/Dockerfile': ['bscwdc/dislib-base:latest'], '/docker/Dockerfile': ['ubuntu:18.04']}","{'/Dockerfile': {'Dependencies': 1, 'Build/Execute': 1}, '/docker/Dockerfile': {'Dependencies': 10, 'Filesystem': 10, 'Build/Execute': 6, 'Permissions': 2}}",0,{},{},{},{},{},1,,,,,,
DCAN-Labs/abcd-hcp-pipeline,application,1,{},"{'dcanlabs/abcd-hcp-pipeline': ['latest', 'v0.0.0', 'v0.0.1', 'v0.0.3']}",{'/Dockerfile'},1,{'/Dockerfile': ['ubuntu:18.04']},"{'/Dockerfile': {'Filesystem': 44, 'Dependencies': 28, 'Build/Execute': 14, 'Permissions': 8}}",0,{},{},{},{},{},0,,,,,,
aldro61/kover,application,1,{},"{'aldro61/kover': ['latest', 'release-2.0.1', 'release-2.0.3']}",{'/Dockerfile'},1,{'/Dockerfile': ['ubuntu:20.04']},"{'/Dockerfile': {'Dependencies': 10, 'Build/Execute': 7, 'Filesystem': 4}}",0,{},{},{},{},{},0,,,,,,
PaddleFlow/paddle-operator,mlops,1,{},{},{'/Dockerfile'},0,"{'/Dockerfile': ['golang:1.15 as builder', 'bitnami/minideb:stretch']}",{'/Dockerfile': {'Build/Execute': 2}},0,{},{},{},{},{},1,,,,,,
dice-group/TeBaQA,application,5,{},{'dicegroup/tebaqa': ['latest']},"{'/docker/qr.Dockerfile', '/docker/controller.Dockerfile', '/docker/nlp.Dockerfile', '/docker/el.Dockerfile', '/docker/tc.Dockerfile'}",1,"{'/docker/nlp.Dockerfile': ['maven:3.8.1-jdk-8 AS MAVEN_BUILD'], '/docker/el.Dockerfile': ['maven:3.8.1-jdk-8 AS MAVEN_BUILD'], '/docker/tc.Dockerfile': ['maven:3.8.1-jdk-8 AS MAVEN_BUILD'], '/docker/controller.Dockerfile': ['maven:3.8.1-jdk-8 AS MAVEN_BUILD'], '/docker/qr.Dockerfile': ['maven:3.8.1-jdk-8 AS MAVEN_BUILD']}","{'/docker/nlp.Dockerfile': {'Dependencies': 2, 'Build/Execute': 1}, '/docker/el.Dockerfile': {'Dependencies': 2, 'Build/Execute': 1}, '/docker/tc.Dockerfile': {'Dependencies': 2, 'Build/Execute': 1}, '/docker/controller.Dockerfile': {'Dependencies': 2, 'Build/Execute': 1}, '/docker/qr.Dockerfile': {'Dependencies': 2, 'Build/Execute': 1}}",0,{},{},{},{},{},1,,,,,,
dcos-labs/dcos-jupyterlab-service,mlops,4,{},"{'zazrivec/dcos-jupyterlab-service': ['latest', 'latest-gpu']}","{'/Dockerfile', '/Dockerfile-cuDNN', '/Dockerfile-data-toolkit-cuDNN', '/Dockerfile-data-toolkit'}",1,"{'/Dockerfile-cuDNN': ['mesosphere/mesosphere-jupyter-service'], '/Dockerfile': ['debian@sha256:38236c068c393272ad02db100e09cac36a5465149e2924a035ee60d6c60c38fe'], '/Dockerfile-data-toolkit': ['debian@sha256:38236c068c393272ad02db100e09cac36a5465149e2924a035ee60d6c60c38fe'], '/Dockerfile-data-toolkit-cuDNN': ['mesosphere/mesosphere-data-toolkit']}","{'/Dockerfile-cuDNN': {'Filesystem': 18, 'Dependencies': 6, 'Build/Execute': 1}, '/Dockerfile': {'Filesystem': 50, 'Dependencies': 36, 'Build/Execute': 32, 'Permissions': 16, 'Environment': 1}, '/Dockerfile-data-toolkit': {'Filesystem': 46, 'Dependencies': 36, 'Permissions': 11, 'Build/Execute': 5, 'Environment': 1}, '/Dockerfile-data-toolkit-cuDNN': {'Filesystem': 17, 'Dependencies': 6, 'Build/Execute': 1}}",0,{},{},{},{},{},0,,,,,,
geekjr/quickai,mlops,1,{},{'geekjr/quickai': ['latest']},{'/Dockerfile'},1,{'/Dockerfile': ['ubuntu:18.04']},"{'/Dockerfile': {'Dependencies': 9, 'Filesystem': 7, 'Build/Execute': 5}}",0,{},{},{},{},{},0,,,,,,
vwxyzjn/gym-microrts,application,1,{},"{'vwxyzjn/gym-microrts': ['1.4-cuda10.1-cudnn7-runtime-gym-microrts-0.0.1', '1.4-cuda10.1-cudnn7-runtime-gym-microrts-0.1.0', '1.4-cuda10.1-cudnn7-runtime-gym-microrts-0.1.1', '1.8.0-cuda11.1-cudnn8-runtime-gym-microrts-0.2.0', 'latest']}",{'/Dockerfile'},1,{'/Dockerfile': ['nvidia/cuda:11.3.1-runtime-ubuntu20.04']},"{'/Dockerfile': {'Dependencies': 6, 'Build/Execute': 5, 'Filesystem': 2, 'Permissions': 1}}",0,{},{},{},{},{},1,,,,,,
Erechtheus/geolocation,application,1,{},"{'erechtheus79/geolocation': ['latest', 'v0.1']}",{'/Dockerfile'},1,{'/Dockerfile': ['python:3.6']},"{'/Dockerfile': {'Dependencies': 1, 'Build/Execute': 1}}",0,{},{},{},{},{},0,,,,,,
MLBazaar/AutoBazaar,AutoML,1,{},"{'mlbazaar/autobazaar': ['latest', 'profiling', 'profiling20190911']}",{'/Dockerfile'},1,{'/Dockerfile': ['python:3.6-buster']},"{'/Dockerfile': {'Filesystem': 4, 'Dependencies': 2, 'Build/Execute': 2}}",0,{},{},{},{},{},1,,,,,,
greenelab/RNAseq_titration_results,Machine Learning,2,{},{'envest/rnaseq_titration_results': ['latest']},"{'/docker/R-3.6.3/Dockerfile', '/docker/R-4.x.x/Dockerfile'}",1,"{'/docker/R-3.6.3/Dockerfile': ['rocker/tidyverse:3.6.3'], '/docker/R-4.x.x/Dockerfile': ['rocker/tidyverse:4.0.3']}","{'/docker/R-3.6.3/Dockerfile': {'Dependencies': 4, 'Build/Execute': 2}, '/docker/R-4.x.x/Dockerfile': {'Dependencies': 4, 'Build/Execute': 2}}",0,{},{},{},{},{},0,,,,,,
CrayLabs/SmartSim,DL framwork,0,{},{},set(),0,{},{},0,{},{},{},{},{},0,,,,,,
HKU-BAL/Clair,application,1,{},"{'hkubal/clair3': ['latest', 'v0.1', 'v0.1-r1', 'v0.1-r10', 'v0.1-r2', 'v0.1-r3', 'v0.1-r4', 'v0.1-r5', 'v0.1-r6', 'v0.1-r7', 'v0.1-r8', 'v0.1-r9']}",{'/Dockerfile'},1,{'/Dockerfile': ['ubuntu:16.04']},"{'/Dockerfile': {'Dependencies': 9, 'Build/Execute': 5, 'Filesystem': 3}}",0,{},{},{},{},{},0,,,,,,
Ricardicus/recurrent-neural-net,model,1,{},{},{'/Dockerfile'},0,{'/Dockerfile': ['ubuntu:18.04']},"{'/Dockerfile': {'Dependencies': 2, 'Build/Execute': 2}}",0,{},{},{},{},{},1,,,,,,
viadee/bpmn.ai,application,1,{},"{'viadee/bpmn.ai': ['1.1.1', '1.2.0', '1.2.1', '1.2.2', 'latest', 'snapshot']}",{'/bpmnai-core/Dockerfile'},1,"{'/bpmnai-core/Dockerfile': ['maven:3.6-jdk-8-alpine AS build-env', 'ubuntu:18.04']}","{'/bpmnai-core/Dockerfile': {'Permissions': 7, 'Dependencies': 5, 'Filesystem': 4, 'Build/Execute': 2}}",0,{},{},{},{},{},0,,,,,,
Paperspace/gradient-cli,mlops,1,{},{},{'/Dockerfile'},0,{'/Dockerfile': ['python:3.8']},"{'/Dockerfile': {'Dependencies': 3, 'Build/Execute': 2}}",0,{},{},{},{},{},0,,,,,,
cselab/korali,application,1,{},"{'cselab/korali': ['3.0.0', '3.0.1', 'latest', 'v1.0.2-919-g6fd15337', 'v2.0.0-sshd']}",{'/docker/Dockerfile'},1,{'/docker/Dockerfile': ['docker.io/ubuntu:hirsute']},"{'/docker/Dockerfile': {'Dependencies': 28, 'Build/Execute': 28, 'Filesystem': 3}}",0,{},{},{},{},{},0,,,,,,
indigo-dc/DEEPaaS,mlops,1,{},"{'indigodatacloud/deepaas': ['0.1.0', '0.1.1', '0.1.2', '0.2.0', '0.3.0', '0.4.0', '0.4.1', '0.5.0', '1.0.0', '1.0.0-rc.1', '1.0.0.rc1', '1.0.0.rc2', '1.0.0.rc3', '1.0.1', '1.1.0', '1.2.0', '1.2.1', '1.3.0', 'DEEP-1', 'DEEP-2', 'latest']}",{'/Dockerfile'},1,{'/Dockerfile': ['bitnami/minideb']},"{'/Dockerfile': {'Dependencies': 11, 'Build/Execute': 4, 'Filesystem': 4}}",0,{},{},{},{},{},0,,,,,,
